FlightDate,IATA_CODE_Reporting_Airline,flight_number,Tail_Number,Origin,OriginCityName,Dest,route,CRSDepTime,scheduled_departure_hour,scheduled_departure_bucket,DepTime,DepDelay,DepDelayMinutes,CRSArrTime,ArrTime,ArrDelay,ArrDelayMinutes,Cancelled,CancellationCode,Diverted,CRSElapsedTime,ActualElapsedTime,Distance
2024-04-14,OO,OO4177.0,N240SY,MSN,"Madison, WI",MSP,MSN→MSP,1100,11,late_morning,1054.0,-6.0,0.0,1215,1154.0,-21.0,0.0,False,,False,75.0,60.0,228.0
2024-04-14,DL,DL1377.0,N350NA,MSO,"Missoula, MT",MSP,MSO→MSP,600,6,early_morning,554.0,-6.0,0.0,930,922.0,-8.0,0.0,False,,False,150.0,148.0,1013.0
2024-04-14,DL,DL2953.0,N307DX,MSY,"New Orleans, LA",MSP,MSY→MSP,1242,12,afternoon,1237.0,-5.0,0.0,1532,1516.0,-16.0,0.0,False,,False,170.0,159.0,1039.0
2024-04-14,DL,DL1379.0,N366NB,MYR,"Myrtle Beach, SC",MSP,MYR→MSP,1146,11,late_morning,1127.0,-19.0,0.0,1348,1321.0,-27.0,0.0,False,,False,182.0,174.0,1085.0
2024-04-14,OO,OO3844.0,N305SY,OKC,"Oklahoma City, OK",MSP,OKC→MSP,720,7,early_morning,714.0,-6.0,0.0,930,915.0,-15.0,0.0,False,,False,130.0,121.0,694.0
2024-04-14,OO,OO3939.0,N246SY,OMA,"Omaha, NE",MSP,OMA→MSP,1315,13,afternoon,1311.0,-4.0,0.0,1432,1417.0,-15.0,0.0,False,,False,77.0,66.0,282.0
2024-04-14,OO,OO3968.0,N804SK,OMA,"Omaha, NE",MSP,OMA→MSP,1022,10,late_morning,1121.0,59.0,59.0,1137,1219.0,42.0,42.0,False,,False,75.0,58.0,282.0
2024-04-14,OO,OO3980.0,N312SY,OMA,"Omaha, NE",MSP,OMA→MSP,1756,17,evening,1749.0,-7.0,0.0,1913,1910.0,-3.0,0.0,False,,False,77.0,81.0,282.0
2024-04-14,OO,OO3990.0,N315SY,OMA,"Omaha, NE",MSP,OMA→MSP,640,6,early_morning,635.0,-5.0,0.0,759,740.0,-19.0,0.0,False,,False,79.0,65.0,282.0
2024-04-14,AA,AA1292.0,N974AN,ORD,"Chicago, IL",MSP,ORD→MSP,2045,20,night,2100.0,15.0,15.0,2212,2226.0,14.0,14.0,False,,False,87.0,86.0,334.0
2024-04-14,DL,DL1367.0,N952AT,ORD,"Chicago, IL",MSP,ORD→MSP,1215,12,afternoon,1347.0,92.0,92.0,1346,1507.0,81.0,81.0,False,,False,91.0,80.0,334.0
2024-04-14,DL,DL1394.0,N989AT,ORD,"Chicago, IL",MSP,ORD→MSP,620,6,early_morning,617.0,-3.0,0.0,752,731.0,-21.0,0.0,False,,False,92.0,74.0,334.0
2024-04-14,DL,DL1407.0,N980AT,ORD,"Chicago, IL",MSP,ORD→MSP,1550,15,afternoon,1547.0,-3.0,0.0,1720,1707.0,-13.0,0.0,False,,False,90.0,80.0,334.0
